epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,243.781,0.68015,2.33599,1.37031,0.50719,0.41893,0.38914,0.21908,1.71049,2.86439,2.48616,0.000560847,0.000560847,0.000560847
28,250.852,0.60414,2.12221,1.29027,0.18366,0.29989,0.20987,0.09286,2.15413,3.60645,2.86684,0.000554956,0.000554956,0.000554956
29,259.409,0.65524,2.08038,1.28231,0.21986,0.42832,0.30409,0.17275,1.69744,3.57802,2.19582,0.000549066,0.000549066,0.000549066
30,266.136,0.67134,2.06306,1.32466,0.26798,0.43041,0.35922,0.19236,1.75168,2.79318,2.26017,0.000543175,0.000543175,0.000543175
31,274.575,0.63789,2.02003,1.24512,0.61479,0.27544,0.37359,0.21865,1.53417,2.58604,2.06817,0.000537285,0.000537285,0.000537285
32,283.29,0.65038,2.03466,1.34787,0.40967,0.26481,0.28269,0.15056,1.60153,2.75926,1.97989,0.000531395,0.000531395,0.000531395
33,291.571,0.60496,2.09104,1.27079,0.59105,0.20876,0.29976,0.16036,1.75578,2.84692,2.08878,0.000525504,0.000525504,0.000525504
34,299.3,0.56884,1.92236,1.2572,0.43845,0.30556,0.30694,0.16768,1.6221,2.60849,2.05014,0.000519613,0.000519613,0.000519613
35,306.659,0.62457,1.92702,1.2875,0.26879,0.33633,0.31276,0.19885,1.57677,2.5414,2.06581,0.000513723,0.000513723,0.000513723
36,314.611,0.59777,1.83802,1.22953,0.47149,0.38148,0.47778,0.32825,1.44405,2.34842,1.95634,0.000507833,0.000507833,0.000507833
37,321.116,0.64593,1.87679,1.25588,0.3992,0.42901,0.41896,0.23134,1.48685,2.62375,2.10846,0.000501942,0.000501942,0.000501942
38,329.673,0.56644,1.79788,1.23307,0.36299,0.54314,0.46007,0.29862,1.37297,2.28447,1.91642,0.000496052,0.000496052,0.000496052
39,337.057,0.60949,1.73757,1.29353,0.31699,0.49153,0.36836,0.26152,1.30725,2.40784,1.85473,0.000490161,0.000490161,0.000490161
40,345.519,0.60143,1.77275,1.28437,0.49099,0.33242,0.32381,0.19945,1.31021,2.55441,1.87241,0.000484271,0.000484271,0.000484271
41,353.77,0.563,1.71536,1.23829,0.43587,0.39448,0.38852,0.22081,1.41586,2.53783,1.85182,0.00047838,0.00047838,0.00047838
42,361.052,0.5311,1.59645,1.2079,0.61407,0.27675,0.32288,0.18414,1.72185,2.95039,2.02114,0.000472489,0.000472489,0.000472489
43,369.048,0.6016,1.65748,1.24653,0.49338,0.51032,0.57859,0.38226,1.41125,2.19864,1.83426,0.000466599,0.000466599,0.000466599
44,375.894,0.48781,1.55388,1.16465,0.52053,0.52591,0.49137,0.3435,1.20942,2.4402,1.87397,0.000460709,0.000460709,0.000460709
45,383.941,0.60074,1.62879,1.29453,0.57333,0.43602,0.56332,0.3661,1.23104,2.14014,2.0146,0.000454818,0.000454818,0.000454818
46,392.046,0.53096,1.51077,1.2076,0.42136,0.56866,0.49522,0.34621,1.21822,1.95024,2.05505,0.000448928,0.000448928,0.000448928
47,399.629,0.51611,1.45486,1.2201,0.42331,0.51685,0.50698,0.34331,1.11824,2.11125,1.72282,0.000443037,0.000443037,0.000443037
48,408.214,0.47908,1.36232,1.19221,0.71284,0.414,0.54436,0.34125,1.25908,1.88962,1.59652,0.000437147,0.000437147,0.000437147
49,415.277,0.51497,1.37256,1.18478,0.31642,0.64274,0.54419,0.38592,1.23367,1.83654,1.83513,0.000431256,0.000431256,0.000431256
50,423.581,0.50063,1.36756,1.20656,0.34179,0.43965,0.46994,0.34299,1.33688,2.22759,2.06107,0.000425365,0.000425365,0.000425365
51,431.079,0.51821,1.42219,1.2085,0.44745,0.61876,0.57555,0.36203,1.352,2.0271,1.73866,0.000419475,0.000419475,0.000419475
52,438.235,0.49228,1.32482,1.18116,0.413,0.57878,0.62423,0.41438,1.338,1.89311,1.81005,0.000413584,0.000413584,0.000413584
53,446.307,0.51234,1.50842,1.19638,0.5947,0.52537,0.57158,0.34942,1.44903,2.07114,2.25851,0.000407694,0.000407694,0.000407694
54,454.07,0.53286,1.32786,1.18235,0.55886,0.59485,0.65448,0.45934,1.35767,1.89767,2.03519,0.000401804,0.000401804,0.000401804
55,462.588,0.5909,1.38085,1.25146,0.54158,0.55037,0.6299,0.48571,1.32916,1.95588,1.97617,0.000395913,0.000395913,0.000395913
56,470.419,0.46729,1.25673,1.18077,0.48233,0.594,0.51125,0.36373,1.33055,1.97167,1.83537,0.000390023,0.000390023,0.000390023
57,478.518,0.46377,1.28374,1.17593,0.59087,0.47925,0.58179,0.42704,1.28216,1.99007,1.86207,0.000384132,0.000384132,0.000384132
58,486.185,0.47258,1.2075,1.12254,0.44485,0.66098,0.56463,0.42466,1.19495,1.68721,1.95846,0.000378242,0.000378242,0.000378242
59,493.537,0.42328,1.16927,1.11518,0.61493,0.34695,0.46232,0.34162,1.26713,2.31313,2.04105,0.000372351,0.000372351,0.000372351
60,501.462,0.44383,1.14624,1.13223,0.588,0.65078,0.72966,0.55648,1.26263,1.46339,1.98944,0.00036646,0.00036646,0.00036646
61,508.597,0.47823,1.20866,1.16302,0.44044,0.67459,0.57363,0.4091,1.30915,1.99852,2.04929,0.00036057,0.00036057,0.00036057
62,517.141,0.48847,1.22183,1.18474,0.78213,0.37145,0.5037,0.40482,1.17177,2.29481,1.94788,0.00035468,0.00035468,0.00035468
63,525.644,0.42995,1.07236,1.13229,0.62451,0.65278,0.64487,0.51954,1.17848,1.81828,1.79969,0.000348789,0.000348789,0.000348789
64,533.177,0.39805,1.08422,1.1144,0.56389,0.68063,0.62731,0.48605,1.12169,1.74536,1.82164,0.000342899,0.000342899,0.000342899
65,541.015,0.47249,1.1766,1.14429,0.75828,0.52486,0.69116,0.52448,1.18523,1.71411,2.04513,0.000337008,0.000337008,0.000337008
66,547.765,0.41614,1.02491,1.11683,0.45781,0.70303,0.67692,0.53478,1.11243,1.72412,2.05784,0.000331118,0.000331118,0.000331118
67,556.199,0.41562,1.08661,1.08855,0.42611,0.68882,0.62873,0.4971,1.10559,1.68388,1.93409,0.000325227,0.000325227,0.000325227
68,562.968,0.42295,1.05015,1.13543,0.45197,0.65382,0.59337,0.48783,1.06872,1.56173,1.97225,0.000319336,0.000319336,0.000319336
69,571.629,0.43627,1.05869,1.107,0.58605,0.5353,0.60866,0.47989,1.10979,1.60065,1.86136,0.000313446,0.000313446,0.000313446
70,580.302,0.51208,1.16777,1.19162,0.4496,0.81903,0.72262,0.51444,1.21561,1.45534,1.97556,0.000307555,0.000307555,0.000307555
71,587.205,0.40972,1.00435,1.12502,0.55367,0.72661,0.71797,0.53945,1.28546,1.43029,2.17683,0.000301665,0.000301665,0.000301665
72,596.104,0.45269,1.00342,1.10428,0.63139,0.64444,0.72569,0.54871,1.25089,1.43106,2.07401,0.000295775,0.000295775,0.000295775
73,603.657,0.48658,1.05412,1.25142,0.53301,0.74664,0.72116,0.51336,1.37344,1.48993,1.75327,0.000289884,0.000289884,0.000289884
74,611.476,0.42559,1.03469,1.10493,0.54634,0.71606,0.70267,0.47865,1.3325,1.65596,1.60827,0.000283994,0.000283994,0.000283994
75,618.739,0.54878,1.08524,1.2176,0.61297,0.6157,0.65716,0.4845,1.27408,1.71022,1.88561,0.000278103,0.000278103,0.000278103
76,626.443,0.43227,0.98848,1.12543,0.59577,0.60079,0.66818,0.53189,1.1116,1.66683,1.79218,0.000272212,0.000272212,0.000272212
77,634.999,0.43513,1.08731,1.12994,0.57747,0.68299,0.65847,0.51208,1.19743,1.61817,1.93604,0.000266322,0.000266322,0.000266322
78,642.038,0.37631,0.98894,1.08401,0.57461,0.63904,0.66872,0.54654,1.16933,1.39625,1.91604,0.000260431,0.000260431,0.000260431
79,650.735,0.37529,0.95791,1.08817,0.77293,0.56375,0.73066,0.60484,1.18136,1.41648,2.0468,0.000254541,0.000254541,0.000254541
80,658.344,0.3877,0.936,1.09953,0.69606,0.65481,0.74339,0.61371,1.13671,1.41615,1.87908,0.000248651,0.000248651,0.000248651
81,666.034,0.48382,1.02275,1.1662,0.68381,0.64617,0.72785,0.60113,1.04456,1.51621,1.7282,0.00024276,0.00024276,0.00024276
82,674.046,0.41946,0.96543,1.1402,0.67986,0.65627,0.75654,0.63324,1.03386,1.35337,1.75659,0.000236869,0.000236869,0.000236869
83,681.009,0.36027,0.86982,1.0658,0.60101,0.67763,0.74102,0.63679,1.08508,1.21985,1.84714,0.000230979,0.000230979,0.000230979
84,689.749,0.39113,0.96003,1.1059,0.71993,0.58016,0.70766,0.60477,1.0004,1.35875,1.78843,0.000225089,0.000225089,0.000225089
85,698.173,0.35868,0.84909,1.05789,0.67052,0.59215,0.69107,0.61043,0.9705,1.41603,1.72189,0.000219198,0.000219198,0.000219198
86,705.83,0.43108,0.99312,1.08681,0.57622,0.62687,0.69685,0.61052,0.9775,1.51297,1.68555,0.000213307,0.000213307,0.000213307
87,714.381,0.42855,0.90732,1.15622,0.61373,0.69279,0.72027,0.61865,0.96355,1.28736,1.67549,0.000207417,0.000207417,0.000207417
88,721.113,0.33456,0.83967,1.03266,0.83125,0.52164,0.73195,0.59815,1.10905,1.34289,1.79176,0.000201527,0.000201527,0.000201527
89,729.045,0.35186,0.84515,1.04388,0.72443,0.57609,0.72286,0.58597,1.1169,1.44171,1.85819,0.000195636,0.000195636,0.000195636
90,735.691,0.35363,0.85377,1.05681,0.67026,0.77134,0.77958,0.64149,1.03554,1.1647,1.87415,0.000189745,0.000189745,0.000189745
91,743.98,0.38437,0.88866,1.04893,0.60778,0.81678,0.81964,0.68675,1.10739,1.09464,1.96963,0.000183855,0.000183855,0.000183855
92,751.691,0.39629,0.91721,1.10911,0.64005,0.64595,0.72689,0.59512,1.12227,1.50825,1.89321,0.000177965,0.000177965,0.000177965
93,759.527,0.35025,0.81878,1.02956,0.58393,0.71002,0.70194,0.60619,1.03725,1.64938,1.786,0.000172074,0.000172074,0.000172074
94,768.606,0.4759,0.98006,1.13171,0.59488,0.68684,0.72209,0.62172,1.05784,1.70243,1.80695,0.000166183,0.000166183,0.000166183
95,775.804,0.31993,0.76524,1.04193,0.62986,0.58796,0.73638,0.61824,1.04945,1.48242,1.76654,0.000160293,0.000160293,0.000160293
96,783.94,0.36676,0.77898,1.05009,0.71246,0.59925,0.74398,0.6298,0.99519,1.44472,1.6494,0.000154403,0.000154403,0.000154403
97,791.31,0.37095,0.83616,1.06705,0.72073,0.61722,0.73819,0.61754,1.04941,1.34772,1.77177,0.000148512,0.000148512,0.000148512
98,798.958,0.32555,0.77376,1.02045,0.63384,0.71858,0.74839,0.63093,1.05313,1.27705,1.85263,0.000142621,0.000142621,0.000142621
99,807.503,0.3894,0.83031,1.11299,0.76461,0.65441,0.75843,0.6448,1.02057,1.23108,1.85023,0.000136731,0.000136731,0.000136731
100,815.375,0.34325,0.79704,1.02237,0.66936,0.67979,0.75213,0.64981,0.98485,1.23731,1.8211,0.000130841,0.000130841,0.000130841
101,823.559,0.41875,0.92575,1.2269,0.72695,0.69341,0.77708,0.6891,0.97161,1.26987,1.77541,0.00012495,0.00012495,0.00012495
102,831.388,0.29542,0.69799,1.00152,0.77089,0.67328,0.7839,0.6918,0.9682,1.20034,1.74267,0.00011906,0.00011906,0.00011906
103,839.284,0.30773,0.70219,1.01019,0.70656,0.77931,0.78599,0.68682,1.02616,1.14378,1.78391,0.000113169,0.000113169,0.000113169
104,846.542,0.32393,0.70974,1.01895,0.73169,0.73919,0.79946,0.70192,1.02418,1.18755,1.83334,0.000107279,0.000107279,0.000107279
105,854.396,0.32385,0.67724,1.02691,0.69517,0.75534,0.79728,0.70387,0.9392,1.25623,1.69859,0.000101388,0.000101388,0.000101388
106,862.564,0.33889,0.75334,1.03831,0.71492,0.68199,0.7794,0.69099,0.96064,1.14016,1.78883,9.54975e-05,9.54975e-05,9.54975e-05
107,869.641,0.31587,0.71902,1.04607,0.56922,0.84277,0.80669,0.68843,0.91512,1.10424,1.69737,8.9607e-05,8.9607e-05,8.9607e-05
108,878.372,0.33993,0.73749,1.02113,0.72256,0.76773,0.80632,0.6718,0.90162,1.05003,1.68739,8.37165e-05,8.37165e-05,8.37165e-05
109,886.228,0.28044,0.71261,0.99579,0.7633,0.71695,0.79014,0.6941,0.87429,1.04249,1.68843,7.7826e-05,7.7826e-05,7.7826e-05
110,894.424,0.3061,0.77089,1.02026,0.7913,0.70779,0.78011,0.70364,0.82188,1.11887,1.5355,7.19355e-05,7.19355e-05,7.19355e-05
111,905.726,0.63227,1.30686,1.06447,0.76589,0.71227,0.78821,0.70162,0.84216,1.1075,1.62828,6.6045e-05,6.6045e-05,6.6045e-05
112,912.901,0.53866,1.21472,0.98012,0.69839,0.74739,0.7781,0.68633,0.91637,1.15189,1.73345,6.01545e-05,6.01545e-05,6.01545e-05
113,920.36,0.4664,1.14252,0.94024,0.76748,0.70455,0.79621,0.70208,0.94143,1.14779,1.76479,5.4264e-05,5.4264e-05,5.4264e-05
114,928.616,0.47372,1.19766,0.90773,0.77622,0.70604,0.80483,0.71278,0.98037,1.13825,1.77235,4.83735e-05,4.83735e-05,4.83735e-05
115,935.632,0.39758,0.98371,0.89723,0.73415,0.84188,0.8567,0.7291,0.96472,1.07766,1.73141,4.2483e-05,4.2483e-05,4.2483e-05
116,944.246,0.47617,0.98505,0.93014,0.7492,0.81494,0.8617,0.72765,0.94156,1.0592,1.73715,3.65925e-05,3.65925e-05,3.65925e-05
117,951.412,0.48413,1.10705,0.96525,0.68425,0.8309,0.85157,0.72378,0.93217,1.0906,1.72144,3.0702e-05,3.0702e-05,3.0702e-05
118,959.438,0.39848,0.89333,0.9675,0.66468,0.84019,0.84738,0.73109,0.93315,1.06788,1.70694,2.48115e-05,2.48115e-05,2.48115e-05
119,966.24,0.4599,1.04206,0.85924,0.80836,0.70201,0.84101,0.72204,0.91455,1.07369,1.69014,1.8921e-05,1.8921e-05,1.8921e-05
120,973.579,0.47106,1.02855,0.93566,0.84129,0.67539,0.83694,0.71824,0.90224,1.0873,1.67131,1.30305e-05,1.30305e-05,1.30305e-05
